Suburb,Postcode,Longitude,Latitude
PEAKE,5301,139.94999695,-35.36666489
PEARLAH,5607,135.66999817,-34.59000015
PEDLER CREEK,5171,138.49699402,-35.21500015
PEEBINGA,5304,140.91000366,-34.92833328
PEEBINGA,5307,140.91000366,-34.92833328
PEEP HILL,5374,139.1499939,-34.13333511
PEKINA,5431,138.55000305,-32.83333206
PELICAN LAGOON,5222,137.7666626,-35.81666565
PELICAN POINT,5291,140.41667175,-37.91666794
PELLARING FLAT,5238,139.38000488,-34.86000061
PENFIELD,5121,138.6166687,-34.68333435
PENFIELD GARDENS,5121,138.6000061,-34.65000153
PENNESHAW,5222,137.93333435,-35.71666718
PENNINGTON,5013,138.52000427,-34.84999847
PENOLA,5277,140.83000183,-37.36999893
PENONG,5690,133,-31.92000008
PENRICE,5353,139.03999329,-34.47999954
PENWORTHAM,5453,138.6333313,-33.91666794
PERLUBIE,5680,134.33999634,-32.61000061
PERPONDA,5308,139.81666565,-34.98333359
PETERBOROUGH,5422,138.83332825,-32.96666718
PETERHEAD,5016,138.5,-34.83333206
PETERSVILLE,5571,137.83332825,-34.36666489
PETHERICK,5267,140.1499939,-36.33333206
PETINA,5680,134.3833313,-32.46666718
PETWOOD,5254,138.94999695,-35.06999969
PEWSEY VALE,5351,138.96000671,-34.61666489
PICCADILLY,5151,138.71665955,-34.98333359
PIKE RIVER,5340,140.80000305,-34.26666641
PIMBA,5720,136.80000305,-31.25
PIMBAACLA,5661,134.44999695,-32.31666565
PINE CREEK,5419,139.28334045,-33.16666794
PINE HILL,5269,140.8833313,-36.28333282
PINE POINT,5571,137.8833313,-34.56666565
PINERY,5460,138.44999695,-34.29999924
PINKAWILLINIE,5641,136.16667175,-33.06666565
PINKERTON PLAINS,5400,138.61000061,-34.41666794
PINKS BEACH,5275,139.81666565,-36.86666489
PINNAROO,5304,140.8999939,-35.26666641
PIRIE EAST,5540,138.02999878,-33.24000168
PLEASANT PARK,5277,140.92999268,-37.63333511
PLYMPTON,5038,138.55000305,-34.96666718
PLYMPTON PARK,5038,138.55000305,-34.97000122
POINT LOWLY,5600,137.77999878,-32.99000168
POINT MCLEAY,5259,139.13166809,-35.50666809
POINT PASS,5374,139.05000305,-34.06666565
POINT PEARCE,5573,137.5,-34.41666794
POINT SOUTTAR,5575,137.25,-34.88333511
POINT STURT,5256,138.96665955,-35.48333359
POINT TURTON,5575,137.3500061,-34.93999863
POLDA,5670,135.41667175,-33.53333282
POLICEMAN POINT,5264,139.55000305,-36.00099945
POLISH HILL RIVER,5453,138.66667175,-33.88333511
POLTALLOCH,5259,139.31666565,-35.51666641
POMPOOTA,5238,139.33332825,-34.98333359
PONDE,5238,139.30000305,-34.93999863
POOCHERA,5655,134.83332825,-32.71666718
POOGINAGORIC,5268,140.83332825,-36.43333435
POOGINOOK,5330,140.1166687,-34.04999924
POONINDIE,5607,135.8666687,-34.58000183
POORAKA,5095,138.61999512,-34.81666565
PORKY FLAT,5222,138.02999878,-35.83333206
PORT ADELAIDE,5015,138.5,-34.84999847
PORT ARTHUR,5572,138.05000305,-34.13333511
PORT AUGUSTA,5700,137.7666626,-32.5
PORT AUGUSTA,5710,137.7666626,-32.5
PORT AUGUSTA NORTH,5700,137.78500366,-32.49000168
PORT AUGUSTA WEST,5700,137.75666809,-32.48166656
PORT BONYTHON,5600,137.75999451,-32.97999954
PORT BROUGHTON,5522,137.93333435,-33.59999847
PORT CLINTON,5570,138.0166626,-34.23333359
PORT DAVIS,5540,137.8500061,-33.26666641
PORT ELLIOT,5212,138.66999817,-35.53333282
PORT FLINDERS,5495,138.02999878,-33.09999847
PORT GAWLER,5501,138.47000122,-34.63999939
PORT GERMEIN,5495,138,-33.01666641
PORT GIBBON,5602,136.80000305,-33.79999924
PORT GILES,5582,137.75,-35.01666641
PORT HUGHES,5558,137.55000305,-34.06999969
PORT JULIA,5575,137.8666687,-34.65000153
PORT KENNY,5671,134.68333435,-33.16666794
PORT LINCOLN,5606,135.8500061,-34.72000122
PORT LINCOLN,5607,135.8666687,-34.73333359
PORT MACDONNELL,5291,140.69999695,-38.04999924
PORT MANNUM,5238,139.30000305,-34.91999817
PORT MOOROWIE,5576,137.5166626,-35.11000061
PORT NEILL,5604,136.33999634,-34.11666489
PORT NOARLUNGA,5167,138.47000122,-35.13999939
PORT NOARLUNGA SOUTH,5167,138.46665955,-35.16666794
PORT PATERSON,5483,137.83000183,-32.54999924
PORT PIRIE,5540,138,-33.18333435
PORT PIRIE SOUTH,5540,138.0166626,-33.19333267
PORT PIRIE WEST,5540,137.99667358,-33.17833328
PORT RICKABY,5575,137.4833374,-34.66666794
PORT VICTORIA,5573,137.4833374,-34.5
PORT VINCENT,5581,137.8500061,-34.77000046
PORT WAKEFIELD,5550,138.1499939,-34.18333435
PORT WILLUNGA,5173,138.46665955,-35.26666641
PORTER LAGOON,5374,138.86999512,-33.81999969
PRICE,5570,138,-34.28333282
PROOF RANGE,5550,138.17999268,-34.25
PROSPECT,5082,138.59500122,-34.88333511
PROSPECT EAST,5082,138.6000061,-34.88999939
PROSPECT HILL,5201,138.72999573,-35.21666718
PROSPECT WEST,5082,138.58990479,-34.88000107
PUNTABIE,5680,134.1166687,-32.20000076
PUNTHARI,5238,139.30000305,-34.81666565
PUNYELROO,5354,139.6000061,-34.59999847
PUREBA,5680,134.17999268,-31.93333244
PURNONG,5238,139.61000061,-34.84999847
PURNONG LANDING,5238,139.63699341,-34.86500168
PYAP,5333,140.4833374,-34.43333435
PYAP WEST,5333,140.3666687,-34.56666565
PYGERY,5655,135.41000366,-33.01666641
QUALCO,5322,139.91667175,-34.08333206
QUEENSTOWN,5014,138.5,-34.84999847
QUORN,5433,138.03334045,-32.34999847
RACECOURSE BAY,5291,140.75,-38.04999924
RAMCO,5322,139.94999695,-34.16666794
RAMCO HEIGHTS,5322,139.91667175,-34.18333435
RAMSAY,5575,137.69999695,-34.81666565
RAPID BAY,5204,138.18333435,-35.51666641
RAUKKAN,5259,139.1333313,-35.5
RED BANKS,5502,138.55999756,-34.47999954
RED CREEK,5255,138.96665955,-35.15000153
REDBANKS,5502,138.55999756,-34.47999954
REDHILL,5521,138.21665955,-33.53333282
REDWOOD PARK,5097,138.69999695,-34.81666565
REEDY CREEK,5275,140.0166626,-36.91666794
REEVES PLAINS,5502,138.58999634,-34.54000092
REGENCY PARK,5010,138.56666565,-34.86666489
REGENCY PARK,5942,138.56666565,-34.86666489
RENDELSHAM,5280,140.21665955,-37.54999924
RENMARK,5341,140.75,-34.16666794
RENMARK NORTH,5341,140.71000671,-34.11666489
RENMARK SOUTH,5341,140.71499634,-34.19499969
RENMARK WEST,5341,140.69999695,-34.15000153
RENOWN PARK,5008,138.58332825,-34.88999939
REYNELLA,5161,138.53334045,-35.08333206
REYNELLA EAST,5161,138.55000305,-35.08333206
RHYNIE,5412,138.68333435,-34.13333511
RICHMOND,5033,138.56666565,-34.93333435
RIDGEHAVEN,5097,138.69999695,-34.81666565
RIDLEYTON,5008,138.56666565,-34.88999939
RISDON PARK,5540,138,-33.18999863
RISDON PARK SOUTH,5540,137.99333191,-33.20999908
RIVERGLADES,5253,139.30000305,-35.09999847
RIVERGLEN,5253,139.30000305,-35.16666794
RIVERTON,5412,138.75,-34.15000153
ROBE,5276,139.75,-37.16666794
ROBERTSTOWN,5381,139.08332825,-33.98333359
ROCHESTER,5464,138.4833374,-33.68333435
ROCKLEIGH,5254,139.08332825,-34.95000076
ROCKY CAMP,5280,140.3999939,-37.56999969
ROCKY GULLY,5253,139.19999695,-35.11000061
ROCKY PLAIN,5381,139.1499939,-34.02000046
ROCKY POINT,5238,139.44000244,-34.84999847
ROGUES POINT,5571,137.8833313,-34.48333359
ROSE PARK,5067,138.61999512,-34.93333435
ROSEDALE,5350,138.83332825,-34.54999924
ROSETOWN,5275,139.8500061,-36.81666565
ROSEWATER,5013,138.5166626,-34.84999847
ROSEWATER EAST,5013,138.52900696,-34.85300064
ROSEWORTHY,5371,138.75,-34.53333282
ROSSLYN PARK,5072,138.66667175,-34.91666794
ROSTREVOR,5073,138.68333435,-34.88999939
ROWLAND FLAT,5352,138.91999817,-34.56999969
ROXBY DOWNS,5725,136.8833313,-30.54999924
ROYAL PARK,5014,138.5,-34.86666489
ROYSTON PARK,5070,138.6333313,-34.88999939
RUDALL,5642,136.2666626,-33.68999863
SADDLEWORTH,5413,138.78334045,-34.08333206
SAINTS,5461,138.33332825,-34.15000153
SALEM,5255,139.0166626,-35.15000153
SALISBURY,5108,138.6333313,-34.76666641
SALISBURY DOWNS,5108,138.6166687,-34.77000046
SALISBURY EAST,5109,138.66667175,-34.78333282
SALISBURY HEIGHTS,5109,138.68333435,-34.76666641
SALISBURY NORTH,5108,138.6333313,-34.75
SALISBURY PARK,5109,138.66667175,-34.75
SALISBURY PLAIN,5109,138.66667175,-34.76666641
SALISBURY SOUTH,5106,138.6333313,-34.78333282
SALT CREEK,5264,139.6499939,-36.11666489
SALTER SPRINGS,5401,138.6333313,-34.18333435
SALTIA,5710,137.92999268,-32.47000122
SAMPSON FLAT,5114,138.78334045,-34.75
SANDALWOOD,5309,140.1333313,-34.95000076
SANDERGROVE,5255,138.8666687,-35.33333206
SANDERSTON,5237,139.22332764,-34.75
SANDILANDS,5571,137.77999878,-34.5
SANDLETON,5356,139.388008,-34.43488
SANDY CREEK,5350,138.82000732,-34.59999847
SANDY GROVE,5275,139.83332825,-36.86666489
SAPPHIRETOWN,5222,137.78334045,-35.78333282
SCEALE BAY,5680,134.18333435,-33.01666641
SCHELL WELL,5311,140.46000671,-34.83000183
SCOTT CREEK,5153,138.69999695,-35.04999924
SEACLIFF,5049,138.5166626,-35.03333282
SEACLIFF PARK,5049,138.52999878,-35.03833389
SEACOMBE GARDENS,5047,138.53999329,-35.01666641
SEACOMBE HEIGHTS,5047,138.53999329,-35.03333282
SEAFORD,5169,138.47000122,-35.18333435
SEAFORD HEIGHTS,5169,138.49667358,-35.19499969
SEAFORD MEADOWS,5169,138.48666382,-35.16999817
SEAFORD RISE,5169,138.4833374,-35.20000076
SEAL BAY,5223,137.31666565,-35.95000076
SEATON,5023,138.5,-34.88999939
SEATON NORTH,5023,138.50900269,-34.88899994
SEAVIEW DOWNS,5049,138.53334045,-35.03333282
SEBASTOPOL,5280,140.3666687,-37.51666641
SECOND VALLEY,5204,138.21665955,-35.51666641
SEDAN,5353,139.28999329,-34.56666565
SEDDON,5223,137.31300354,-35.875
SEFTON PARK,5083,138.6000061,-34.86999893
SELLICKS BEACH,5174,138.44999695,-35.33333206
SELLICKS HILL,5174,138.47332764,-35.32833481
SEMAPHORE,5019,138.4833374,-34.83333206
SEMAPHORE PARK,5019,138.4833374,-34.84999847
SEMAPHORE SOUTH,5019,138.47999573,-34.83333206
SENIOR,5268,140.8500061,-36.13333511
SEPPELTSFIELD,5355,138.91667175,-34.5
SEVENHILL,5453,138.6166687,-33.88333511
SHAUGH,5267,140.8500061,-35.88999939
SHEA-OAK LOG,5371,138.83332825,-34.50833511
SHEAOAK FLAT,5581,137.8666687,-34.70000076
SHEAOAK LOG,5371,138.83332825,-34.50833511
SHEIDOW PARK,5158,138.52000427,-35.06666565
SHERINGA,5607,135.22999573,-33.83333206
SHERLOCK,5301,139.78999329,-35.31666565
SHERWOOD,5267,140.6000061,-36.08333206
SHORT,5279,140.56666565,-37.33333206
SILVER SANDS,5173,138.44999695,-35.31000137
SILVERTON,5204,138.16000366,-35.61666489
SKYE,5072,138.68333435,-34.91999817
SMITHFIELD,5114,138.68333435,-34.68333435
SMITHFIELD PLAINS,5114,138.67666626,-34.67499924
SMITHFIELD WEST,5114,138.6499939,-34.66666794
SMITHVILLE,5302,140.3666687,-35.23333359
SMOKY BAY,5680,133.93333435,-32.36999893
SNOWTOWN,5520,138.21665955,-33.78333282
SOLOMON,5641,136.33332825,-33.18333435
SOLOMONTOWN,5540,138.02000427,-33.18333435
SOMERTON PARK,5044,138.5166626,-35
SOUTH BRIGHTON,5048,138.5166626,-35.02000046
SOUTH HUMMOCKS,5550,138.1000061,-34.03333282
SOUTH HUMMOCKS,5555,138.1000061,-34.04000092
SOUTH KILKERRAN,5573,137.58332825,-34.43999863
SOUTH PLYMPTON,5038,138.55000305,-34.96666718
SOUTHEND,5280,140.11999512,-37.56666565
SPALDING,5454,138.6000061,-33.5
SPECTACLE LAKE,5345,140.43333435,-34.36000061
SPENCE,5271,140.56666565,-37.06666565
SPRING FARM,5453,138.6333313,-33.83333206
SPRING GULLY,5453,138.58332825,-33.90000153
SPRINGFIELD,5062,138.6333313,-34.97000122
SPRINGTON,5235,139.08332825,-34.70000076
SQUARE MILE,5291,140.80000305,-37.86666489
ST AGNES,5097,138.71499634,-34.82300186
ST GEORGES,5064,138.6499939,-34.95500183
ST JOHNS,5373,138.97000122,-34.36999893
ST KILDA,5110,138.53599548,-34.74200058
ST KITTS,5356,139.1000061,-34.35599899
ST MARYS,5042,138.57550049,-35.00999832
ST MORRIS,5068,138.6499939,-34.90999985
ST PETERS,5069,138.61999512,-34.90499878
STANLEY,5415,138.72999573,-33.88333511
STANLEY FLAT,5453,138.58332825,-33.78333282
STANSBURY,5582,137.78999329,-34.90000153
STEELTON,5413,138.8666687,-34.03333282
STEINFELD,5356,139.30000305,-34.33333206
STENHOUSE BAY,5575,136.93333435,-35.28333282
STEPNEY,5069,138.61999512,-34.91666794
STEWART RANGE,5271,140.58332825,-36.95000076
STIRLING,5152,138.7333374,-35
STIRLING NORTH,5710,137.83000183,-32.51666641
STOCKPORT,5410,138.7333374,-34.33333206
STOCKWELL,5355,139.05000305,-34.43333435
STOCKYARD CREEK,5460,138.58332825,-34.28333282
STOCKYARD PLAIN,5330,139.80000305,-34.20000076
STOKES BAY,5223,137.16667175,-35.65000153
STONE HUT,5480,138.28334045,-33.09999847
STONE WELL,5352,138.94999695,-34.5
STONYFELL,5066,138.66667175,-34.93333435
STOW,5461,138.3999939,-34
STRATHALBYN,5255,138.8999939,-35.25
STREAKY BAY,5680,134.21665955,-32.79999924
STRUAN,5271,140.78999329,-37.09000015
STURT,5047,138.55000305,-35.01666641
SUMMERTOWN,5141,138.7333374,-34.95000076
SUNLANDS,5322,139.8666687,-34.13333511
SUNNYBRAE,5422,138.83332825,-33.08333206
SUNNYDALE,5354,139.61000061,-34.65000153
SUNNYSIDE,5253,139.33332825,-35.04999924
SUNNYVALE,5552,137.81666565,-34.13333511
SURREY DOWNS,5126,138.71665955,-34.79999924
SUTHERLANDS,5374,139.21665955,-34.15000153
SUTTONTOWN,5291,140.7666626,-37.79999924
SWAN REACH,5354,139.58999634,-34.56666565
SWANPORT,5253,139.30000305,-35.15000153
SWEDE FLAT,5270,140.4833374,-36.45000076
TAILEM BEND,5259,139.44999695,-35.25
TAILEM BEND,5260,139.44999695,-35.25
TALDRA,5311,140.83332825,-34.34999847
TALIA,5670,134.88000488,-33.31666565
TANTANOOLA,5280,140.44999695,-37.68999863
TANUNDA,5352,138.94999695,-34.52000046
TAPEROO,5017,138.5,-34.79999924
TAPLAN,5333,140.86999512,-34.54999924
TARATAP,5275,139.91667175,-36.58333206
TARCOOLA,5710,134.56666565,-30.71666718
TARCOWIE,5431,138.50999451,-32.95000076
TARLEE,5411,138.7666626,-34.26666641
TARNMA,5413,138.94999695,-34.13333511
TARPEENA,5277,140.78999329,-37.61999893
TATACHILLA,5171,138.5,-35.22999954
TAUNTON,5235,139.08000183,-34.68000031
TAYLORVILLE,5330,139.96665955,-34.08333206
TEA TREE GULLY,5091,138.71665955,-34.81999969
TEAL FLAT,5238,139.55999756,-34.88999939
TELOWIE,5540,138.06666565,-33.04999924
TEMPLERS,5371,138.75,-34.46666718
TENNYSON,5022,138.4833374,-34.88333511
TEPKO,5254,139.18333435,-34.96666718
TERINGIE,5072,138.69999695,-34.91666794
TEROWIE,5421,138.91667175,-33.15000153
THE GAP,5271,140.6499939,-36.68000031
THE LEVELS,5095,138.61166382,-34.8133316
THE PINES,5575,137.16667175,-34.90000153
THE RANGE,5172,138.6166687,-35.23333359
THEBARTON,5031,138.56666565,-34.91666794
THEVENARD,5690,133.6499939,-32.13999939
THOMPSON BEACH,5501,138.28334045,-34.48333359
THORNGATE,5082,138.58999634,-34.88999939
THORNLEA,5280,140.18333435,-37.41666794
THRINGTON,5552,137.83332825,-34
TICKERA,5555,137.69999695,-33.78333282
TIDDY WIDDY BEACH,5571,137.93333435,-34.40000153
TILLEY SWAMP,5275,139.8833313,-36.34999847
TINTINARA,5266,140.05000305,-35.88333511
TOLDEROL,5256,139.1000061,-35.36666489
TOOLIGIE,5607,135.69999695,-33.86000061
TOOPERANG,5255,138.71000671,-35.36666489
TOORA,5253,139.30000305,-35.06666565
TOORAK GARDENS,5065,138.6333313,-34.93333435
TORRENS PARK,5062,138.6166687,-34.98333359
TORRENS VALE,5203,138.3833313,-35.5
TORRENSVILLE,5031,138.56666565,-34.91666794
TOTHILL BELT,5413,138.93333435,-33.98333359
TOTHILL CREEK,5413,138.91667175,-34.08333206
TOTNESS,5250,138.83000183,-35.63999939
TOWITTA,5353,139.2333374,-34.53333282
TRANMERE,5073,138.66667175,-34.90000153
TRANMERE NORTH,5073,138.66999817,-34.89989853
TRIHI,5279,140.61000061,-37.51333237
TRINITY GARDENS,5068,138.6499939,-34.91666794
TROTT PARK,5158,138.53334045,-35.06666565
TRURO,5356,139.11999512,-34.40000153
TULKA,5607,135.78334045,-34.78333282
TULKA NORTH,5607,135.81666565,-34.76666641
TUMBY BAY,5605,136.1000061,-34.36999893
TUNGKILLO,5236,139.06666565,-34.81666565
TUNKALILLA,5203,138.3500061,-35.61000061
TUSMORE,5065,138.6499939,-34.93333435
TWO WELLS,5267,140.11000061,-36.02999878
TWO WELLS,5501,138.5,-34.59999847
TYRINGA,5680,135,-36
UCOLTA,5422,138.93333435,-32.93333435
ULEYBURY,5114,138.74000549,-34.66999817
ULOOLOO,5419,138.8833313,-33.33333206
ULYERRA,5670,135.66667175,-33.38999939
UNDALYA,5451,138.68333435,-34.06666565
UNDERDALE,5032,138.53999329,-34.91666794
UNGARRA,5607,136.03999329,-34.18333435
UNLEY,5061,138.6000061,-34.93999863
UNLEY PARK,5061,138.6000061,-34.95000076
UPPER HERMITAGE,5131,138.7666626,-34.79999924
UPPER STURT,5156,138.68333435,-35.01666641
URAIDLA,5142,138.75,-34.95000076
URANIA,5573,137.6000061,-34.5
URRBRAE,5064,138.6333313,-34.96666718
UWORRA,5690,133.33000183,-31.96666718
VALE PARK,5081,138.6166687,-34.88333511
VALLEY VIEW,5093,138.66667175,-34.83333206
VEITCH,5312,140.5166626,-34.65000153
VENUS BAY,5607,134.66667175,-33.23333359
VERDUN,5245,138.78334045,-35
VERRAN,5603,136.31666565,-33.84999847
VICTOR HARBOR,5211,138.6166687,-35.54999924
VINE VALE,5352,139.00500488,-34.51499939
VIRGINIA,5120,138.56666565,-34.66666794
VISTA,5091,138.72000122,-34.83333206
VIVONNE BAY,5223,137.17999268,-35.97999954
WADDIKEE,5640,136.25,-33.31666565
WAIKERIE,5330,139.97999573,-34.18333435
WAITPINGA,5211,138.5166626,-35.58333206
WALKER FLAT,5238,139.55000305,-34.75
WALKERVILLE,5081,138.6166687,-34.88999939
WALKLEY HEIGHTS,5098,138.63800049,-34.8390007
WALL,5238,139.31666565,-34.95000076
WALL FLAT,5253,139.32000732,-34.95999908
WALLAROO,5556,137.61999512,-33.93333435
WALLAROO MINES,5554,137.68333435,-33.96666718
WALLAROO PLAIN,5556,137.66667175,-33.86666489
WALLOWAY,5431,138.58000183,-32.63000107
WALTOWA,5264,139.43333435,-35.61666489
WAMI KATA,5700,137.80000305,-32.43000031
WANBI,5310,140.30000305,-34.76666641
WANDANA,5690,132.75,-32.04999924
WANDEARAH,5523,137.96000671,-33.41999817
WANDEARAH EAST,5523,138.03334045,-33.40000153
WANDEARAH WEST,5523,137.91999817,-33.40000153
WANDILO,5291,140.68333435,-37.73333359
WANGARY,5607,135.47000122,-34.54999924
WANGOLINA,5275,139.81666565,-36.93333435
WANILLA,5607,135.66999817,-34.52000046
WAPPILKA,5332,140.31666565,-34.38333511
WARBURTO,5556,137.6000061,-34.01666641
WARD BELT,5118,138.66667175,-34.56666565
WARD HILL,5522,137.83332825,-33.68333435
WARNERTOWN,5540,138.1166687,-33.23333359
WAROOKA,5577,137.3999939,-34.99000168
WARRACHIE,5607,135.71665955,-33.65000153
WARRADALE,5046,138.53334045,-35
WARRADALE NORTH,5046,138.52999878,-34.99900055
WARRAMBOO,5650,135.58999634,-33.25
WARREN,5234,138.86000061,-34.72000122
WARROW,5607,135.44999695,-34.34999847
WARUNDA,5607,135.68333435,-34.46666718
WASHPOOL,5454,138.58000183,-33.38000107
WASLEYS,5400,138.68333435,-34.46666718
WATCHMAN,5461,138.41667175,-34.08000183
WATERFALL GULLY,5066,138.66667175,-34.96666718
WATERLOO,5413,138.8666687,-33.98333359
WATERLOO CORNER,5110,138.58332825,-34.72000122
WATERVALE,5452,138.6499939,-33.96666718
WATRABA,5690,133.21000671,-31.96666718
WATTLE FLAT,5203,138.3833313,-35.41666794
WATTLE PARK,5066,138.66999817,-34.91999817
WATTLE RANGE,5279,140.53334045,-37.41666794
WATTLE RANGE EAST,5279,140.71665955,-37.5
WAUKARINGA,5440,139.42999268,-32.29000092
WAURALTEE,5573,137.55000305,-34.58000183
WAYVILLE,5034,138.59300232,-34.94499969
WEBB BEACH,5501,138.25,-34.43333435
WEETULTA,5573,137.6333313,-34.25
WELLAND,5007,138.55000305,-34.90000153
WELLINGTON,5259,139.3833313,-35.33333206
WELLINGTON EAST,5259,139.38999939,-35.31999969
WEPAR,5278,140.71665955,-37.63333511
WEPOWIE,5482,138.4833374,-32.81666565
WEST BEACH,5024,138.5,-34.93999863
WEST BUNDALEER,5491,138.47999573,-33.29999924
WEST CROYDON,5008,138.55000305,-34.88333511
WEST HINDMARSH,5007,138.56399536,-34.90499878
WEST LAKES,5021,138.4833374,-34.86999893
WEST LAKES SHORE,5020,138.4833374,-34.86666489
WEST RANGE,5275,139.91000366,-36.72999954
WEST RICHMOND,5033,138.55000305,-34.93333435
WESTBOURNE PARK,5041,138.58999634,-34.96666718
WESTERN FLAT,5268,140.7333374,-36.51666641
WESTERN RIVER,5223,136.93333435,-35.71666718
WHARMINDA,5603,136.2333374,-33.95000076
WHITE HILL,5253,139.21000671,-35.13333511
WHITE HUT,5254,138.63000488,-33.79199982
WHITE HUT,5575,137.00999451,-35.04000092
WHITE SANDS,5253,139.31666565,-35.18333435
WHITE WELL CORNER,5690,133.30000305,-31.88333321
WHITES FLAT,5607,135.8500061,-34.50999832
WHITES RIVER,5607,135.94000244,-34.5
WHITES VALLEY,5172,138.5166626,-35.26666641
WHITWARTA,5461,138.33332825,-34.09999847
WHYALLA,5600,137.56666565,-33.03333282
WHYALLA JENKINS,5609,137.5,-33.01666641
WHYALLA NORRIE,5608,137.53334045,-33.03333282
WHYALLA NORRIE EAST,5608,137.55599976,-33.02500153
WHYALLA NORRIE NORTH,5608,137.53999329,-33.02000046
WHYALLA PLAYFORD,5600,137.55999756,-33.02833176
WHYALLA STUART,5608,137.5166626,-33.02000046
WHYTE YARCOWIE,5420,138.88000488,-33.22000122
WIGLEY FLAT,5357,140.21665955,-34.18333435
WILCHERRY,5641,136.44999695,-32.91666794
WILD DOG VALLEY,5271,140.74000549,-36.88000107
WILD HORSE PLAINS,5501,138.28334045,-34.34999847
WILKAWATT,5301,140.3500061,-35.36666489
WILLALO,5419,138.78334045,-33.43333435
WILLALOOKA,5267,140.3500061,-36.38333511
WILLAMULKA,5554,137.8500061,-33.91666794
WILLASTON,5118,138.7333374,-34.58333206
WILLIAMSTOWN,5351,138.8833313,-34.66666794
WILLOCHRA,5433,138.1333313,-32.21666718
WILLOUGHBY,5222,138.1000061,-35.83000183
WILLOW BANKS,5253,139.33999634,-35.04999924
WILLOW CREEK,5211,138.41667175,-35.56666565
WILLOWIE,5431,138.31666565,-32.68333435
WILLSDEN,5700,137.78334045,-32.5
WILLSON RIVER,5222,137.93333435,-35.83333206
WILLUNGA,5172,138.55000305,-35.26666641
WILLUNGA HILL,5172,138.58332825,-35.29999924
WILLUNGA SOUTH,5172,138.55000305,-35.28333282
WILLYAROO,5255,138.91667175,-35.26666641
WILMINGTON,5485,138.1000061,-32.65000153
WINDSOR,5501,138.33332825,-34.41666794
WINDSOR GARDENS,5087,138.6499939,-34.86666489
WINGFIELD,5013,138.55000305,-34.84999847
WINKIE,5343,140.5166626,-34.29999924
WINNINOWIE,5483,137.91000366,-32.61000061
WINULTA,5555,137.8666687,-34.26666641
WIRRABARA,5481,138.2666626,-33.03333282
WIRREGA,5267,140.58332825,-36.20000076
WIRRINA COVE,5204,138.25,-35.5
WIRRULLA,5661,134.53334045,-32.40000153
WISANGER,5223,137.46665955,-35.61666489
WISTOW,5251,138.8833313,-35.11666489
WITCHELINA,5731,138.1499939,-29.86666679
WITERA,5671,134.58000183,-33.09000015
WOKURNA,5520,138.03334045,-33.70000076
WOKURNA,5522,138.03999329,-33.70000076
WOLSELEY,5269,140.8999939,-36.36666489
WONGULLA,5238,139.56666565,-34.70000076
WONGYARRA,5481,138.21665955,-32.96666718
WONNA,5419,139.06666565,-33.21666718
WONUARRA,5340,140.83332825,-34.21666718
WOODCHESTER,5255,138.96665955,-35.20000076
WOODCROFT,5162,138.55000305,-35.11666489
WOODFORDE,5072,138.69999695,-34.90000153
WOODLANE,5238,139.33000183,-35
WOODLEIGH,5311,140.68333435,-34.51666641
WOODS POINT,5253,139.38000488,-35.21666718
WOODSIDE,5244,138.8666687,-34.95000076
WOODVILLE,5011,138.53334045,-34.86999893
WOODVILLE GARDENS,5012,138.55000305,-34.86666489
WOODVILLE NORTH,5012,138.53999329,-34.86666489
WOODVILLE PARK,5011,138.53334045,-34.88000107
WOODVILLE SOUTH,5011,138.53334045,-34.88333511
WOODVILLE WEST,5011,138.5166626,-34.88333511
WOOL BAY,5575,137.75,-35
WOOLPUNDA,5330,140.19999695,-34.21666718
WOOLSHED FLAT,5412,138.6333313,-34.11666489
WOOLSHEDS,5118,138.63999939,-34.47000122
WOOLUMBOOL,5272,140.33332825,-36.81000137
WOOLUNDUNGA,5483,137.92999268,-32.56000137
WOOMERA,5720,136.81666565,-31.16666603
WORLDS END,5381,139.05000305,-33.83000183
WORLDS END CREEK,5381,139.05499268,-33.83499908
WORROLONG,5291,140.83332825,-37.79999924
WRATTONBULLY,5271,140.93333435,-37.16666794
WUDINNA,5652,135.46000671,-33.04999924
WUNKAR,5311,140.30000305,-34.48333359
WYE,5291,140.88999939,-38
WYNARKA,5306,139.7333374,-35.13333511
WYNN VALE,5127,138.68333435,-34.79999924
WYOMI,5275,139.81666565,-36.84999847
YACKA,5470,138.44999695,-33.56666565
YAHL,5291,140.82000732,-37.86999893
YALANDA,5641,136.67999268,-33.26666641
YALATA,5690,131.61999512,-31.37999916
YALLUNDA FLAT,5607,135.8666687,-34.33333206
YALPARA,5431,138.81666565,-32.53333282
YAMBA,5341,140.8500061,-34.25
YANERBIE,5680,134.13999939,-32.93000031
YANINEE,5653,135.2666626,-32.93999863
YANKALILLA,5203,138.3500061,-35.45000076
YANTANABIE,5661,134.6333313,-32.48333359
YANYARRIE,5432,138.56666565,-32.33333206
YARRAH,5433,137.8666687,-32.18333435
YATALA VALE,5126,138.7333374,-34.77999878
YATINA,5422,138.66667175,-32.91666794
YATTALUNGA,5114,138.80000305,-34.68000031
YEELANNA,5632,135.72999573,-34.13999939
YELTA,5558,137.6166687,-34.06000137
YILKI,5211,138.58332825,-35.56666565
YINKANIE,5332,140.31666565,-34.33000183
YONGALA,5493,138.75,-33.02000046
YORKE VALLEY,5573,137.66667175,-34.45000076
